"bossid"	"jobid"	"lat"	"lng"
4467541	4312928	39.9328	116.454
4467797	5512582	39.9308	116.466
4468706	3450041	39.911	116.458
4468706	4677846	39.911	116.458
4474928	5580132	39.8855	116.479
4476279	5622843	39.9316	116.456
4478155	4335717	39.9114	116.46
4478177	4170951	39.9177	116.452
4483902	4334962	39.9237	116.455
4486351	2498804	39.8941	116.48
4499600	2512028	39.8995	116.458
4502641	3133739	39.9174	116.471
4505597	2861464	39.8951	116.465
4517029	2569295	39.9286	116.449
4531315	2537382	39.9179	116.441
4532437	3701121	39.8972	116.453
4532559	5602572	39.9099	116.46
4533776	3559924	39.8941	116.474
4533776	3832331	39.8941	116.474
4533966	5932346	39.8955	116.464
4535242	4234570	39.9165	116.452
4535242	4235264	39.9165	116.452
4542722	3708811	39.8988	116.457
4543277	2632084	39.9073	116.477
4546359	5159512	39.8981	116.491
4546964	5337225	39.9346	116.454
4546964	5337442	39.9346	116.454
4551023	5801616	39.8918	116.469
4563055	2565474	39.894	116.48
4564502	3551274	39.922	116.439
4573773	5469085	39.9317	116.455
4573773	5698323	39.9317	116.455
4574715	2576160	39.9004	116.493
4582058	6135546	39.9092	116.451
4585218	2702438	39.8917	116.478
4585218	5392335	39.8917	116.478
4593265	2592439	39.8942	116.46
4593265	3163780	39.8942	116.46
4593265	3170436	39.8942	116.46
4598238	4833768	39.894	116.481
4600709	5258149	39.9333	116.463
4605445	3233851	39.8939	116.481
4607372	5389066	39.8936	116.478
4607372	5761828	39.8936	116.478
4613592	3739771	39.9323	116.454
4620738	6060350	39.9161	116.495
4627477	2620708	39.9056	116.454
4627477	2620730	39.9056	116.454
4627477	2620742	39.9056	116.454
4634646	6160803	39.8938	116.479
4634917	2724052	39.8941	116.48
4643841	2654976	39.9249	116.439
4644498	5663438	39.9323	116.454
4646369	4548940	39.9178	116.453
4651624	5808708	39.9113	116.428
4651624	5987958	39.9113	116.428
4658560	3723521	39.894	116.48
4672274	5505780	39.9321	116.451
4698813	2716849	39.9327	116.455
4726376	2674181	39.9094	116.496
4729857	5831343	39.8913	116.482
4732600	2677359	39.9073	116.476
4732600	2677373	39.9073	116.476
4750116	5424403	39.9188	116.452
4761402	5671682	39.8966	116.462
4761402	5722342	39.8966	116.462
4837170	5718448	39.93	116.454
4841718	5413153	39.8942	116.463
4841718	5608788	39.8942	116.463
4844679	3583612	39.912	116.46
4844679	4451072	39.912	116.46
4844679	5106906	39.912	116.46
4850949	2728746	39.8945	116.463
4859776	5830806	39.9179	116.453
4866612	4184201	39.932	116.451
4866612	4343119	39.932	116.451
4871871	5494213	39.9308	116.466
4884451	5819644	39.932	116.448
4901852	6193605	39.9216	116.439
4922832	5335067	39.8943	116.479
4924408	6030518	39.9165	116.452
4945910	2773101	39.8995	116.492
4945910	3350808	39.8995	116.492
4966477	2784818	39.9186	116.456
4972518	5092027	39.9161	116.492
4974800	4911365	39.9077	116.471
4977653	3137389	39.8914	116.465
4985658	2796593	39.8936	116.478
4986351	3984947	39.9285	116.481
4994587	5448582	39.9125	116.473
4994773	2809088	39.9323	116.454
4994773	2893465	39.9323	116.454
5002218	3826988	39.9321	116.446
5004823	3721948	39.8989	116.482
5009703	3396846	39.8948	116.463
5011321	2816802	39.9216	116.439
5017647	3252853	39.9223	116.433
5017647	6062014	39.9223	116.433
5021949	3857944	39.9178	116.461
5024322	2822789	39.8938	116.478
5025258	2823372	39.905	116.458
5036577	6025211	39.8914	116.48
5038602	2862480	39.9094	116.48
5043454	2835012	39.8938	116.478
5043454	5271412	39.8938	116.478
5048741	2838801	39.9285	116.48
5048741	2838860	39.9285	116.48
5061235	5593969	39.9248	116.439
5061311	5097618	39.9075	116.457
5065815	3748283	39.8927	116.461
5066464	6039241	39.9143	116.451
5083997	4266779	39.8938	116.481
5092280	2909125	39.8914	116.465
5109393	2924287	39.9232	116.44
5111277	2890129	39.9182	116.456
5111277	3262300	39.9182	116.456
5111277	3289306	39.9182	116.456
5111277	3304647	39.9182	116.456
5111277	5709367	39.9182	116.456
5112348	2891423	39.9074	116.476
5121117	5628395	39.9329	116.453
5126162	4325629	39.9288	116.479
5126162	4424025	39.9288	116.479
5136377	2915674	39.8938	116.478
5140901	3062659	39.9215	116.44
5140968	2920194	39.8936	116.478
5156536	3132070	39.9152	116.495
5156536	3132150	39.9152	116.495
5158185	2939098	39.8998	116.458
5158185	2958786	39.8998	116.458
5160610	2942567	39.8961	116.461
5167088	2949907	39.8913	116.469
5174460	4806711	39.9217	116.454
5178237	5953506	39.8951	116.465
517995	48882	39.9117	116.478
5184109	3989693	39.9159	116.495
5184109	4396186	39.9159	116.495
5184617	3005132	39.914	116.434
5186792	2970844	39.9097	116.451
5186792	2994504	39.9097	116.451
5191113	2975398	39.8936	116.478
5192138	3026707	39.9091	116.473
5192138	3076011	39.9091	116.473
5192138	3093689	39.9091	116.473
5192138	6033819	39.9091	116.473
5198910	2983549	39.9116	116.482
5207764	5463197	39.9321	116.477
5207764	5934325	39.9321	116.477
5217312	3608640	39.9215	116.443
5222361	5054478	39.9302	116.471
5224761	3568685	39.9002	116.492
5224761	5190846	39.9002	116.492
5226319	4702113	39.9009	116.463
5227389	3009461	39.894	116.463
5227389	3009557	39.894	116.463
5236322	5268455	39.8943	116.479
5237713	4232758	39.9065	116.47
5244876	3026777	39.9151	116.493
5252686	4096613	39.9188	116.46
5259973	3038045	39.9327	116.451
5266893	3050445	39.9109	116.456
5272267	3046801	39.9237	116.449
5273717	3069527	39.9071	116.457
5273717	3111289	39.9071	116.457
5273717	5906324	39.9071	116.457
5295089	4480341	39.8999	116.478
5295451	3062708	39.9223	116.44
5298188	3064419	39.8856	116.462
5318576	3080493	39.9317	116.451
5326131	3103740	39.894	116.463
5326514	3085572	39.9073	116.43
5326514	3145874	39.9073	116.43
5326514	3191862	39.9073	116.43
5327252	4550970	39.9075	116.457
5327282	3204190	39.9238	116.451
5351601	3102996	39.9157	116.437
5362913	3114687	39.8977	116.432
5368902	3122150	39.8943	116.479
5378440	5262324	39.9109	116.461
5380651	3129077	39.9008	116.476
5380651	5078098	39.9008	116.476
5382203	5137146	39.9101	116.479
5383711	3959603	39.9131	116.437
5386198	3619984	39.9077	116.471
5392249	4836418	39.9281	116.463
5401585	3149191	39.9284	116.462
5404495	3182912	39.9298	116.446
5404495	3185992	39.9298	116.446
5404495	3211224	39.9298	116.446
5404495	3583812	39.9298	116.446
5404495	3734956	39.9298	116.446
5404495	3838057	39.9298	116.446
5406719	4007134	39.9097	116.444
5425749	3180062	39.8918	116.469
5425749	3436431	39.8918	116.469
5425749	3436474	39.8918	116.469
5429236	5713890	39.914	116.457
5433067	3703554	39.8934	116.458
5435522	3184088	39.9091	116.475
5437299	3187219	39.9318	116.451
5437299	3202077	39.9318	116.451
5437299	3215416	39.9318	116.451
5437299	3258859	39.9318	116.451
5453698	3201966	39.9178	116.437
54565	1632372	39.9216	116.439
5475564	5705179	39.9064	116.439
5475564	5939062	39.9064	116.439
5476958	5688081	39.9189	116.451
5490423	5086778	39.9228	116.438
5492446	4979307	39.9151	116.495
5493491	4805420	39.9244	116.467
5495053	4899127	39.9178	116.452
5496415	3241304	39.9329	116.451
5502659	3469457	39.9323	116.454
5508516	5360804	39.8938	116.479
5508516	5361860	39.8938	116.479
5512063	4605122	39.9091	116.451
5514118	3272241	39.9031	116.427
5514118	3423036	39.9031	116.427
5514118	5207982	39.9031	116.427
5523148	4568322	39.921	116.463
5523148	4788284	39.921	116.463
5528654	3671997	39.894	116.435
5535617	4468726	39.9213	116.441
5537133	3279548	39.9248	116.439
5537133	3558095	39.9248	116.439
5540194	3486200	39.8941	116.449
5542154	3285713	39.9051	116.459
5550947	4924428	39.913	116.477
5550947	5163674	39.913	116.477
5573186	3731364	39.8923	116.449
5583196	3323945	39.882	116.46
5591208	3621021	39.894	116.48
5591208	6178817	39.894	116.48
5598839	4427982	39.9211	116.463
5608116	4327887	39.9128	116.455
5611956	3626127	39.893	116.472
5618767	5828003	39.909	116.481
5620776	4725122	39.916	116.492
5622625	4386781	39.8994	116.478
5623059	3762650	39.9049	116.435
5632796	5135053	39.9307	116.457
5651939	5676550	39.932	116.451
5653365	3389898	39.9328	116.454
5661759	3480380	39.907	116.428
5663172	3399056	39.9159	116.472
5672274	3465242	39.9071	116.445
5673970	4047634	39.9141	116.468
5673970	4062392	39.9141	116.468
5673970	6094385	39.9141	116.468
5677200	3412846	39.8923	116.449
5691901	5659844	39.894	116.48
5691901	5728344	39.894	116.48
5694794	3515879	39.9173	116.478
5703273	4989837	39.894	116.435
5706446	4946333	39.9322	116.455
5706446	5303808	39.9322	116.455
5706446	5652554	39.9322	116.455
5708362	3770643	39.9141	116.46
5708362	4549552	39.9141	116.46
5709924	6001327	39.9092	116.474
5710046	3446423	39.9289	116.449
5710046	3520096	39.9289	116.449
5711655	3510991	39.91	116.46
5713562	5138135	39.8941	116.435
5721384	3695444	39.9161	116.492
5722489	3455801	39.9286	116.457
5724385	5502973	39.9323	116.454
5724385	5587117	39.9323	116.454
5727346	4910456	39.9163	116.452
5728544	3460975	39.9072	116.46
5733688	4080679	39.9285	116.482
5737785	4073234	39.9285	116.48
5739217	3814507	39.9196	116.45
5743523	4871105	39.9137	116.452
5743523	6023814	39.9137	116.452
5746881	3499045	39.9074	116.46
5748298	5539365	39.9323	116.454
5751234	5930157	39.899	116.486
5758058	3731562	39.8867	116.462
5763222	3496790	39.9329	116.451
5766874	3538540	39.8878	116.482
5769404	5288404	39.9109	116.46
5771081	5469795	39.933	116.458
5774021	3609529	39.8997	116.486
5776517	5796593	39.9101	116.479
5776517	5990750	39.9101	116.479
5778448	5870722	39.8941	116.48
5786747	5693339	39.9149	116.494
5789274	5707703	39.9094	116.451
5792383	4956517	39.9204	116.455
5812334	5964091	39.8938	116.479
5829306	6170284	39.9248	116.439
5832822	3565068	39.9242	116.45
5834456	4369809	39.931	116.451
5838715	3601803	39.9161	116.492
5843201	3574734	39.8938	116.479
5846459	3695595	39.9111	116.46
5847725	3579209	39.9076	116.47
5848479	4054841	39.9239	116.439
5865101	4181328	39.9213	116.463
5873183	5946247	39.9094	116.479
5874645	3792205	39.9149	116.494
5874645	5510760	39.9149	116.494
5875449	3609257	39.9118	116.432
5875449	5190091	39.9118	116.432
5877466	5811094	39.9323	116.454
5877466	5894411	39.9323	116.454
5878740	5620910	39.8938	116.48
5883689	3646901	39.922	116.44
5883689	4403604	39.922	116.44
5888586	5736987	39.9005	116.493
5899058	4818459	39.8938	116.479
5900321	3636105	39.884	116.462
5903815	3632309	39.9118	116.432
5911026	5190885	39.8938	116.48
5938952	4145731	39.9249	116.439
5943749	3664041	39.9224	116.449
5943749	5196719	39.9224	116.449
5945066	3826632	39.9322	116.455
5964188	4094187	39.8939	116.478
5964188	5573273	39.8939	116.478
5984528	3718584	39.9322	116.457
5991096	3682876	39.8954	116.466
6004354	3688910	39.9174	116.459
6008142	5896525	39.9062	116.444
6008142	5898736	39.9062	116.444
6023659	4694571	39.9349	116.455
6026241	3704754	39.9242	116.445
6033465	4947318	39.9111	116.458
6055243	5921159	39.9219	116.439
6079418	3718951	39.9178	116.452
6122338	5458462	39.907	116.457
6132491	4863308	39.9217	116.439
6133960	3796914	39.9217	116.438
6134054	3743414	39.9349	116.454
6139908	5094573	39.9169	116.452
6139908	5966951	39.9169	116.452
6153055	5906208	39.9077	116.464
6160689	4475099	39.8917	116.469
6178434	5922206	39.9077	116.471
6180348	3785204	39.9321	116.446
6180596	3973002	39.8967	116.48
6240770	3796583	39.9241	116.443
6255683	4629602	39.9166	116.452
6266552	6110352	39.9095	116.46
6271108	4410787	39.9283	116.447
6274172	3955169	39.9272	116.44
6278727	3810633	39.8973	116.433
6286807	5895799	39.9236	116.464
6295626	3817809	39.8976	116.458
6295924	3817881	39.9239	116.467
6317156	3824068	39.9216	116.44
6334577	4423373	39.9216	116.439
6353603	4769837	39.9109	116.461
6373162	4974888	39.9177	116.459
6373162	5258721	39.9177	116.459
6428551	3854642	39.8948	116.463
6440984	3898113	39.9318	116.479
6440984	5033521	39.9318	116.479
6441601	4957503	39.8951	116.461
6450937	3860999	39.9184	116.446
6455089	4924270	39.9314	116.455
6466068	4851472	39.9162	116.453
6475343	3868996	39.893	116.472
6480753	5898552	39.9326	116.455
6485481	4341762	39.894	116.463
6489593	3937360	39.9329	116.451
6492576	5303907	39.894	116.478
6500074	3902730	39.8881	116.445
6507582	3917400	39.894	116.463
6510339	5832826	39.9165	116.452
6510339	6016366	39.9165	116.452
6526051	4625159	39.9215	116.433
6571987	5924042	39.894	116.48
6627378	3919402	39.9294	116.461
6630461	3914383	39.9177	116.452
6634555	6029189	39.9351	116.455
6636448	3917179	39.9218	116.44
6649230	5718496	39.9116	116.461
6653555	4001874	39.8908	116.462
6678831	3992184	39.9165	116.452
6691011	4090910	39.9107	116.482
6698874	6095490	39.9324	116.46
6716770	3942918	39.8936	116.481
6730923	5996203	39.9344	116.467
6769217	3960773	39.8922	116.478
677245	5306239	39.9228	116.438
6775619	5936715	39.8916	116.464
679514	447508	39.9243	116.451
68017	528333	39.9161	116.495
68017	5375436	39.9161	116.495
680285	2220216	39.9231	116.442
6836455	3986572	39.8916	116.461
684208	4809059	39.8911	116.464
6844347	3985527	39.9346	116.455
6853138	6185591	39.9061	116.474
6866109	3994136	39.9349	116.455
6866846	4868916	39.9343	116.455
6868936	4237256	39.9226	116.484
6877369	3999471	39.8939	116.462
6905105	4034285	39.9268	116.449
6905105	4116087	39.9268	116.449
690622	3639258	39.922	116.448
690622	3957445	39.922	116.448
6907284	4402892	39.8941	116.48
6908197	6151871	39.8851	116.467
6919839	4032339	39.9051	116.459
694272	4788430	39.9167	116.453
6959095	4443611	39.9091	116.481
6959095	6009714	39.9091	116.481
6966326	4040982	39.894	116.449
6988998	4047442	39.9186	116.451
6990504	4617495	39.9157	116.437
7009017	5164726	39.9216	116.439
7009017	5709271	39.9216	116.439
7021591	5339728	39.8938	116.476
7024061	4060746	39.8912	116.468
7025731	6059252	39.894	116.48
703291	78553	39.9285	116.482
703291	860375	39.9285	116.482
703291	860393	39.9285	116.482
703291	1282790	39.9285	116.482
7037069	4112983	39.8938	116.478
7046449	5412312	39.9102	116.46
7052884	4072312	39.9062	116.46
7063139	5499627	39.8936	116.481
7063922	4106644	39.8987	116.461
7063922	4120079	39.8987	116.461
7093436	4307039	39.9091	116.474
7093436	5205263	39.9091	116.474
7094026	4539119	39.8993	116.486
7119152	4250133	39.8826	116.461
7147650	4907553	39.9286	116.443
7162909	4987496	39.919	116.48
7166321	5731080	39.9076	116.471
7169072	4184925	39.9091	116.463
7183216	4207509	39.8987	116.461
7196400	4265213	39.93	116.444
7206691	5059533	39.9287	116.479
7229030	5176623	39.9102	116.473
724264	3568145	39.9321	116.453
7247114	4715392	39.9177	116.452
7256673	4985955	39.9077	116.471
7256676	4231765	39.9317	116.444
7256676	4231821	39.9317	116.444
7277606	4168214	39.893	116.472
7277606	5807138	39.893	116.472
7281258	4170429	39.907	116.479
7284387	4171720	39.9169	116.451
7284387	4378045	39.9169	116.451
7313173	4186282	39.9076	116.471
7325630	4998234	39.9109	116.48
7325630	6169224	39.9109	116.48
7330167	5055550	39.9057	116.479
7365398	4234424	39.9231	116.442
7365398	4425545	39.9231	116.442
7365398	4676941	39.9231	116.442
7365398	4676946	39.9231	116.442
7365398	4676948	39.9231	116.442
7365398	4676952	39.9231	116.442
7386626	4222431	39.9171	116.453
7387169	4270375	39.9228	116.446
7401358	5718057	39.8973	116.477
7405248	4887024	39.894	116.463
7406753	6003355	39.894	116.48
7443998	4524018	39.9046	116.452
7447502	4252187	39.9089	116.451
744824	6145720	39.9132	116.459
7466648	4260776	39.8995	116.493
7474521	5800188	39.9091	116.451
7487381	4548650	39.9178	116.452
7487950	5421741	39.8942	116.478
7492348	4270373	39.9271	116.456
7492348	5814737	39.9271	116.456
7495599	4301089	39.885	116.473
7495599	5020368	39.885	116.473
7530245	5955229	39.9073	116.476
7530245	6012598	39.9073	116.476
7530587	5518095	39.8848	116.452
7541944	5334512	39.8829	116.46
7542988	4292862	39.8847	116.473
7542988	4977445	39.8847	116.473
7554442	4297763	39.9137	116.452
7555318	4298727	39.9092	116.451
7555318	4322317	39.9092	116.451
7555318	5827495	39.9092	116.451
7589762	4321746	39.9194	116.444
7603255	4798229	39.8936	116.481
7604541	4418556	39.9315	116.455
7614348	5671992	39.9286	116.48
7621874	4848246	39.9215	116.463
7628447	4620257	39.9193	116.443
7632345	5680110	39.9285	116.48
7637033	6085080	39.8883	116.469
7650861	4432750	39.9049	116.459
7677784	6083214	39.9076	116.471
7686234	4359545	39.9318	116.454
771018	6198671	39.9141	116.434
772200	5861603	39.9117	116.481
7723561	5291967	39.9128	116.477
7726650	6118076	39.8991	116.461
7745776	5822533	39.923	116.459
7747027	4761393	39.9226	116.446
7759573	5878199	39.894	116.432
7772539	4423056	39.9175	116.458
7773439	5745788	39.8938	116.479
7795577	4415205	39.91	116.46
7803486	4614433	39.9118	116.46
7805219	4421499	39.9206	116.433
780583	1264918	39.9077	116.479
7831132	5033428	39.9003	116.462
785499	1163730	39.8951	116.465
785499	3909325	39.8951	116.465
785499	3915118	39.8951	116.465
785499	3915124	39.8951	116.465
785499	3915128	39.8951	116.465
785499	3915133	39.8951	116.465
7868954	4449457	39.9268	116.449
7868954	4463676	39.9268	116.449
7868954	4499786	39.9268	116.449
7880754	4462415	39.9317	116.445
7881864	4562010	39.9174	116.459
7881864	6067367	39.9174	116.459
7885141	4455971	39.9187	116.452
7885141	4909653	39.9187	116.452
7885723	4456234	39.9202	116.434
7890276	6093580	39.906	116.455
7894538	5476060	39.9059	116.441
7894624	5305629	39.9287	116.479
7894702	4461014	39.9161	116.453
7898857	5275226	39.93	116.462
7910285	4467775	39.9071	116.445
7910285	4533409	39.9071	116.445
7910592	5683249	39.9187	116.459
7917496	4471118	39.9059	116.441
7921466	5306199	39.9285	116.48
7924099	4474318	39.9268	116.449
7924099	5229338	39.9268	116.449
7927718	4888487	39.933	116.457
7951009	5226215	39.898	116.46
7959826	4599586	39.9323	116.454
7959826	4848387	39.9323	116.454
7971238	4497023	39.9326	116.454
7972715	5713496	39.9216	116.44
7979395	4762824	39.9316	116.457
7979395	4935476	39.9316	116.457
7980222	4501720	39.8966	116.431
7981616	5738723	39.8991	116.461
7988931	5254082	39.9318	116.479
7996293	4534310	39.9322	116.457
8006810	4511662	39.9079	116.439
8008007	4512418	39.91	116.46
8014690	5983911	39.9091	116.451
8017046	4907470	39.9076	116.471
8027126	4689658	39.8941	116.48
8027126	5453259	39.8941	116.48
8036628	4596593	39.9296	116.451
8040684	4528253	39.933	116.454
8057073	4536192	39.9091	116.481
8060607	4898873	39.9312	116.451
8060884	4537697	39.9076	116.471
8065858	4539368	39.906	116.459
8077627	5963815	39.9228	116.438
8091296	4563798	39.9263	116.478
8093690	4551884	39.8961	116.442
8099346	4553998	39.9289	116.451
8124767	5456868	39.8901	116.467
8134948	4600395	39.9175	116.459
8135966	4566131	39.9281	116.479
8135966	4686652	39.9281	116.479
8135966	5389502	39.9281	116.479
818356	100368	39.9138	116.477
818814	5360184	39.9062	116.474
8191169	4868643	39.9329	116.453
8191313	4931337	39.9242	116.443
8216217	5490690	39.907	116.457
821688	862723	39.9243	116.46
8242562	4601926	39.8948	116.463
8246374	4602679	39.9234	116.487
8276750	4634937	39.8969	116.46
8280127	4616860	39.9297	116.467
8301206	5678888	39.894	116.479
8316320	4624850	39.9323	116.454
8321313	4801348	39.9233	116.479
8332646	5744541	39.8851	116.467
8333292	4629354	39.9325	116.455
8333292	5640128	39.9325	116.455
8378543	5112859	39.894	116.449
8398181	6097750	39.9073	116.477
8399710	5061700	39.9143	116.452
8400629	5338731	39.9322	116.451
8405405	4659665	39.918	116.453
8405405	5187675	39.918	116.453
8406574	6102064	39.9061	116.474
8489924	4685884	39.9095	116.472
8489924	6031955	39.9095	116.472
8491130	4686650	39.9281	116.479
8491227	5972244	39.9061	116.474
8501164	5797891	39.9342	116.463
8507296	5766657	39.9112	116.47
8514247	4861303	39.9231	116.452
8524214	5247394	39.9059	116.458
8544692	5130267	39.9242	116.443
8546365	4708401	39.9004	116.493
8588630	5859261	39.9119	116.478
8594456	5158059	39.9171	116.452
8594456	5331609	39.9171	116.452
8594456	6031604	39.9171	116.452
8632124	6123780	39.8896	116.44
8660063	4748036	39.9327	116.459
8660063	4748046	39.9327	116.459
867569	119504	39.9287	116.449
867569	188834	39.9287	116.449
867569	616293	39.9287	116.449
8684729	5620611	39.9163	116.453
8706218	5307965	39.9161	116.492
871662	1546277	39.9092	116.457
871662	1725470	39.9092	116.457
8717769	4912341	39.9134	116.47
8725905	5196954	39.91	116.427
8765726	5305604	39.9286	116.48
8765739	4771397	39.9287	116.479
8765878	4771386	39.9286	116.48
8765878	5059119	39.9286	116.48
8769445	4772166	39.9286	116.48
8809934	4783955	39.8839	116.462
8809934	4895046	39.8839	116.462
8821636	5066089	39.8906	116.464
8835464	5034195	39.8889	116.482
8836180	5371632	39.9219	116.481
88492	3063009	39.8889	116.479
8886416	4804774	39.932	116.456
8886416	5264244	39.932	116.456
8889432	5208364	39.9216	116.439
8889432	6171190	39.9216	116.439
8893157	4806181	39.9117	116.461
8899778	4826201	39.8951	116.465
8939024	5624010	39.919	116.48
8973901	5201965	39.9187	116.456
8977172	4909884	39.9093	116.473
8979802	6046674	39.9178	116.452
8994908	5889272	39.898	116.46
9020011	5357783	39.9169	116.451
9020011	6149924	39.9169	116.451
9023904	5159514	39.9323	116.477
9023904	5287946	39.9323	116.477
9026159	4889841	39.8931	116.465
9038204	5738255	39.9138	116.477
9046939	4856147	39.8938	116.48
9057839	4883839	39.9216	116.439
9059841	4881634	39.8905	116.465
9060485	4863925	39.9329	116.453
9092535	4883515	39.9181	116.485
9092535	5962073	39.9181	116.485
9107493	4889359	39.9253	116.455
9108443	6006120	39.9161	116.453
9108443	6036576	39.9161	116.453
9108443	6036587	39.9161	116.453
9108443	6036621	39.9161	116.453
9122424	5678287	39.9189	116.451
9124973	5899266	39.9295	116.446
9131310	4893147	39.8941	116.478
9137846	5282592	39.9325	116.455
9144485	4901027	39.923	116.466
9145216	4936773	39.9329	116.454
915766	4933170	39.9153	116.437
9159254	4906228	39.9072	116.496
9160590	5095766	39.9324	116.453
9171685	4913138	39.893	116.472
9177317	4946750	39.8945	116.463
9177317	5437232	39.8945	116.463
9177582	5021664	39.8936	116.482
9177582	5215361	39.8936	116.482
9177582	5282344	39.8936	116.482
9186602	4972026	39.9145	116.495
9190224	4923756	39.9148	116.491
9196663	4927651	39.8938	116.474
9198051	4944965	39.8829	116.46
9199147	5172558	39.9163	116.453
9208304	4933804	39.9319	116.455
9208304	5292686	39.9319	116.455
9210582	5457826	39.9331	116.453
9213746	4936360	39.9206	116.433
9218132	4938256	39.9064	116.465
9219148	5689041	39.9326	116.455
9219148	5785059	39.9326	116.455
9232791	4947169	39.9056	116.443
9242486	5847039	39.8938	116.479
9248479	4959284	39.9165	116.452
9250585	4957860	39.9107	116.482
926990	4033337	39.8867	116.462
9271837	4974774	39.9243	116.443
9271837	5970682	39.9243	116.443
9279144	4975349	39.9077	116.471
9287898	4979764	39.9077	116.471
9293769	4983055	39.9077	116.471
9293769	5023999	39.9077	116.471
9294783	5024014	39.9189	116.451
9294783	5024021	39.9189	116.451
9294783	5024027	39.9189	116.451
9294783	5024050	39.9189	116.451
9294783	5024077	39.9189	116.451
9303051	4986301	39.9056	116.465
9303051	5739389	39.9056	116.465
9308235	4988888	39.8935	116.481
9312790	4991097	39.9046	116.435
9317961	5109811	39.9327	116.459
9334337	6085556	39.9101	116.479
9335810	5435470	39.9141	116.468
9338691	5212320	39.8943	116.477
9338691	5623674	39.8943	116.477
9339434	5122138	39.8997	116.482
9345339	5010655	39.8979	116.46
9346064	5036726	39.9331	116.457
9348971	5421939	39.9059	116.443
9368285	5054070	39.9077	116.472
9371501	5023252	39.9163	116.453
9371704	5257866	39.915	116.48
9378915	5434766	39.9133	116.471
9383466	6096049	39.9076	116.471
9384781	5953467	39.9177	116.459
9388562	5040839	39.9001	116.493
9390478	5035764	39.9122	116.461
939513	4965556	39.9326	116.448
9396304	5039796	39.9328	116.451
9396304	5355376	39.9328	116.451
9426518	5062118	39.9148	116.491
9432913	5067300	39.9324	116.457
9441865	5080362	39.9219	116.451
9445382	5931382	39.9224	116.449
9446140	5077159	39.9301	116.445
9452043	5080660	39.9328	116.458
9470099	5248413	39.8955	116.465
9470309	5095867	39.9176	116.453
9470309	5105706	39.9176	116.453
9470823	5188126	39.9002	116.492
9472282	6171316	39.919	116.449
9472282	6171340	39.919	116.449
9473398	5098144	39.8941	116.48
9482466	5296280	39.9141	116.436
9484368	5107302	39.8938	116.479
9490639	5111447	39.9242	116.451
9490639	5217457	39.9242	116.451
9491419	5119543	39.9148	116.472
9496872	5118190	39.9322	116.478
9503733	5122591	39.9098	116.496
9521594	6190133	39.9178	116.452
9526156	5152849	39.8839	116.462
9530812	5200197	39.9076	116.471
9530879	5145079	39.9285	116.48
9530879	5276077	39.9285	116.48
9532958	6059756	39.9191	116.451
9538205	5153191	39.9095	116.45
9546397	5260314	39.894	116.481
9546568	5158886	39.8939	116.474
9552650	5164383	39.9329	116.451
9560712	5170732	39.9165	116.452
9571245	5180308	39.894	116.478
9571245	5182864	39.894	116.478
9572136	5181126	39.9258	116.479
9575366	6168468	39.9123	116.461
9587866	5195897	39.8998	116.458
9590297	5205977	39.9053	116.459
9592944	5222078	39.9324	116.453
9593052	5212453	39.9178	116.452
9596043	5202084	39.9349	116.454
9596043	5238534	39.9349	116.454
9596824	6062484	39.894	116.435
9602072	5282699	39.9326	116.455
9611115	5221157	39.8938	116.478
9612350	5217566	39.9055	116.459
9613389	5740897	39.9101	116.471
9621207	5224905	39.8852	116.462
9621317	5225005	39.8942	116.46
9621472	5229328	39.894	116.478
9623072	6104049	39.9329	116.455
9624018	5227768	39.9329	116.453
9626115	5230100	39.9111	116.482
9644190	5246582	39.9323	116.454
9646305	6175738	39.8891	116.465
965048	4596201	39.9187	116.459
9650745	6012187	39.8911	116.464
9651923	5407168	39.9341	116.463
9657237	5258247	39.8942	116.463
9661318	6021166	39.9182	116.453
9666546	5264642	39.9201	116.455
9666546	5275971	39.9201	116.455
9667418	5735122	39.8936	116.481
9673542	5270201	39.9215	116.44
9675276	5272337	39.9123	116.461
9675276	5316754	39.9123	116.461
9675276	5509176	39.9123	116.461
9675276	5525234	39.9123	116.461
9675276	5566653	39.9123	116.461
9681358	5477993	39.9141	116.46
9684420	5292690	39.921	116.434
9686766	5281166	39.9174	116.454
9687369	5305827	39.9091	116.481
9691317	5291149	39.8839	116.462
9699353	5297278	39.9196	116.449
9699353	5311317	39.9196	116.449
9699353	5312911	39.9196	116.449
9703173	5295107	39.9241	116.443
9712123	5956316	39.9142	116.46
9726391	5311425	39.912	116.46
9726391	5311533	39.912	116.46
9726490	5311514	39.9177	116.452
9726490	5415414	39.9177	116.452
9727333	5312147	39.9323	116.454
9728353	5312960	39.9287	116.457
9729564	5576694	39.9285	116.48
9739177	5320552	39.9118	116.461
9739177	5351191	39.9118	116.461
9739177	5359711	39.9118	116.461
9746270	5442047	39.894	116.449
9751502	5328907	39.9222	116.432
9753861	5866421	39.9177	116.485
9771555	5351869	39.9073	116.472
9771555	5839079	39.9073	116.472
977240	3685641	39.9288	116.445
9784865	5507163	39.9076	116.445
9795441	5953942	39.9101	116.479
9796818	5760378	39.919	116.449
9796818	5760388	39.919	116.449
9796818	5760398	39.919	116.449
9800259	5364286	39.9241	116.443
9802775	6099131	39.8944	116.463
9813061	5373161	39.882	116.46
9825654	5382781	39.9165	116.452
9827143	5821017	39.9327	116.451
